Date,Time,pH,NTU,Temperature(C)
20/04/2025,20:38:51,7.53,210,31.75
20/04/2025,20:38:53,7.53,210,31.75
20/04/2025,20:38:55,7.52,210,31.75
20/04/2025,20:38:56,7.52,210,31.81
20/04/2025,20:38:58,7.52,210,31.75
20/04/2025,20:38:59,7.53,210,31.75
20/04/2025,20:39:01,7.53,220,31.75
20/04/2025,20:39:03,7.52,220,31.75
20/04/2025,20:39:04,7.53,220,31.75
20/04/2025,20:39:06,7.53,220,31.75
20/04/2025,20:39:07,7.53,210,31.81
20/04/2025,20:39:09,7.53,200,31.81
20/04/2025,20:39:11,7.53,200,31.81
20/04/2025,20:39:12,7.53,210,31.75
20/04/2025,20:39:14,7.52,220,31.75
20/04/2025,20:39:16,7.53,210,31.75
20/04/2025,20:39:17,7.53,200,31.81
20/04/2025,20:39:19,7.52,200,31.75
20/04/2025,20:39:20,7.53,200,31.81
20/04/2025,20:39:22,7.53,200,31.75
20/04/2025,20:39:24,7.53,200,31.75
20/04/2025,20:39:25,7.54,200,31.75
20/04/2025,20:39:27,7.53,190,31.75
20/04/2025,20:39:28,7.53,190,31.75
20/04/2025,20:39:30,7.53,200,31.75
20/04/2025,20:39:32,7.53,200,31.75
20/04/2025,20:39:33,7.53,200,31.75
20/04/2025,20:39:35,7.53,200,31.75
20/04/2025,20:39:37,7.53,200,31.75
20/04/2025,20:39:38,7.53,190,31.75
20/04/2025,20:39:40,7.53,190,31.75
20/04/2025,20:39:41,7.53,190,31.75
20/04/2025,20:39:43,7.53,190,31.75
20/04/2025,20:39:45,7.53,190,31.75
20/04/2025,20:39:46,7.53,200,31.75
20/04/2025,20:39:48,7.53,200,31.75
20/04/2025,20:39:49,7.53,200,31.75
20/04/2025,20:39:51,7.53,200,31.75
20/04/2025,20:39:53,7.53,190,31.75
20/04/2025,20:39:54,7.53,190,31.75
20/04/2025,20:39:56,7.53,200,31.75
20/04/2025,20:39:57,7.53,200,31.75
20/04/2025,20:39:59,7.53,200,31.75
20/04/2025,20:40:01,7.53,200,31.75
20/04/2025,20:40:02,7.53,200,31.75
20/04/2025,20:40:04,7.53,200,31.75
20/04/2025,20:40:06,7.53,190,31.75
20/04/2025,20:40:07,7.54,190,31.75
20/04/2025,20:40:09,7.53,190,31.75
20/04/2025,20:40:10,7.53,200,31.75
20/04/2025,20:40:12,7.53,200,31.75
20/04/2025,20:40:14,7.54,200,31.75
20/04/2025,20:40:15,7.54,190,31.75
20/04/2025,20:40:17,7.53,190,31.75
20/04/2025,20:40:18,7.54,190,31.75
20/04/2025,20:40:20,7.54,190,31.75
